construct,n,mean,median,std
ui_visibility_movement_score,20,3.11875,3.125,0.7753129673676438
avatar_interaction_score,20,3.225,3.375,0.8991955469078722
comfort_presence_score,20,3.141666666666667,3.416666666666667,0.9601337017031527
